(65, 66)
(65, 66)
(63, 63)
(63, 64)
(68, 69)
(100, 77)
(165, 71)
(171, 74)
(233, 79)
(236, 76)
(251, 72)
(289, 69)
(327, 69)
(341, 73)
(377, 67)
(394, 67)
(402, 68)
(459, 69)
(559, 68)
(559, 67)
(557, 62)
(557, 62)
(556, 62)
(556, 60)
(555, 58)
(555, 58)
(557, 63)
(559, 66)
(559, 66)
(559, 67)
(559, 67)
(559, 67)
(559, 66)
(558, 64)
(557, 63)
(556, 60)
(554, 58)
(555, 58)
(556, 59)
(556, 60)
(554, 57)
(555, 58)
(554, 56)
(574, 56)
(639, 54)
(692, 54)
(784, 55)
(885, 61)
(932, 63)
(997, 62)
(1005, 67)
(1008, 68)
(1018, 75)
(1018, 70)
(1018, 63)
(1017, 64)
(1018, 68)
(1017, 63)
(1017, 69)
(1018, 72)
(1017, 67)
(1017, 64)
(1017, 68)
(1017, 67)
(1018, 69)
(1018, 65)
(1017, 67)
(1018, 65)
(1017, 67)
(1019, 73)
(1017, 78)
(1016, 81)
(1017, 78)
(1017, 68)
(1017, 62)
(1017, 71)
(1019, 72)
(1017, 72)
(1018, 67)
(1018, 64)
(1017, 65)
(1017, 65)
(1017, 65)
(1017, 63)
(1017, 71)
(1018, 72)
(1017, 71)
(1018, 78)
(1018, 77)
(1018, 69)
(1017, 70)
(1017, 78)
(1017, 87)
(1017, 88)
(1017, 137)
(1016, 165)
(1017, 205)
(1016, 209)
(1017, 222)
(1017, 229)
(1016, 250)
(1016, 280)
(1017, 309)
(1016, 336)
(1016, 375)
(1015, 418)
(1015, 448)
(1015, 455)
(1016, 507)
(1016, 520)
(1016, 520)
(1016, 525)
(1016, 527)
(1016, 528)
(1015, 530)
(1015, 529)
(1015, 530)
(1016, 527)
(1015, 530)
(1015, 528)
(1016, 526)
(1017, 525)
(1016, 526)
(1016, 528)
(1016, 529)
(1015, 531)
(1015, 530)
(1015, 530)
(1015, 531)
(1014, 526)
(1014, 524)
(1014, 526)
(1014, 529)
(1015, 532)
(1014, 530)
(1015, 530)
(1015, 527)
(1015, 529)
(1014, 606)
(1013, 660)
(1013, 683)
(1013, 743)
(1014, 818)
(1014, 828)
(1013, 877)
(1015, 909)
(1015, 931)
(1014, 1007)
(1016, 1014)
(1014, 1014)
(1014, 1014)
(1013, 1014)
(1013, 1013)
(1015, 1014)
(1015, 1014)
(1015, 1014)
(1015, 1015)
(1015, 1016)
(1014, 1014)
(1015, 1015)
(1015, 1015)
(1013, 1013)
(1014, 1013)
(1014, 1014)
(1015, 1014)
(1010, 1012)
(901, 1014)
(858, 1013)
(813, 1013)
(761, 1013)
(713, 1014)
(645, 1014)
(578, 1014)
(562, 1014)
(564, 1013)
(565, 1014)
(565, 1012)
(562, 1014)
(560, 1014)
(559, 1014)
(560, 1013)
(560, 1014)
(561, 1013)
(560, 1014)
(560, 1015)
(560, 1014)
(558, 1016)
(555, 1014)
(554, 1015)
(558, 1014)
(557, 1013)
(557, 1013)
(560, 1014)
(557, 1014)
(557, 1014)
(560, 1014)
(560, 1014)
(557, 1014)
(555, 1013)
(558, 1014)
(553, 1015)
(532, 1015)
(489, 1015)
(456, 1014)
(425, 1015)
(396, 1015)
(321, 1016)
(281, 1016)
(243, 1016)
(196, 1015)
(148, 1016)
(105, 1015)
(80, 1016)
(72, 1015)
(74, 1015)
(62, 1015)
(67, 1016)
(69, 1014)
(69, 1014)
(72, 1015)
(71, 1015)
(71, 1015)
(68, 1015)
(71, 1015)
(81, 1015)
(77, 1015)
(79, 1015)
(79, 1014)
(76, 1015)
(77, 1016)
(77, 1015)
(77, 1016)
(77, 1016)
(77, 1015)
(77, 1014)
(74, 1004)
(75, 947)
(75, 889)
(77, 821)
(73, 749)
(72, 656)
(73, 587)
(72, 539)
(69, 530)
(66, 529)
(66, 529)
(66, 529)
(67, 529)
(67, 530)
(69, 531)
(71, 532)
(78, 535)
(72, 532)
(77, 535)
(76, 534)
(75, 533)
(75, 533)
(74, 533)
(78, 535)
(79, 535)
(74, 533)
(73, 533)
(74, 533)
(69, 531)
(73, 532)
(72, 532)
(71, 531)
(75, 533)
(68, 528)
(67, 501)
(72, 461)
(67, 425)
(75, 403)
(69, 365)
(68, 330)
(77, 303)
(75, 272)
(73, 237)
(59, 206)
(68, 192)
(73, 180)
(77, 144)
(66, 122)
(68, 81)
(73, 80)
(76, 76)
(71, 70)
(78, 76)
(70, 70)
(76, 77)
(81, 82)
(79, 80)
(80, 81)
(81, 81)
(76, 77)
(80, 80)
(82, 81)
(84, 85)
(83, 83)
(80, 80)
(71, 71)
(79, 78)
(79, 70)
(85, 76)
(88, 77)
(87, 76)
(81, 71)
(78, 68)
(76, 66)
(76, 65)
(77, 66)
(78, 68)
(77, 67)
(77, 67)
(70, 60)
(64, 53)
(131, 71)
(562, 534)
(560, 532)
(560, 531)
(559, 531)
(559, 531)
(559, 531)
(560, 531)
(559, 531)
(560, 531)
(559, 531)
(559, 531)
(559, 531)
(559, 531)
(559, 531)
(559, 531)
(560, 531)
(560, 531)
(560, 531)
(560, 532)
(560, 531)
(560, 532)
(560, 532)
(561, 532)
(560, 532)
(560, 532)
